id,prediction
1596,moderate_left
1597,moderate_right
1598,moderate_left
1599,moderate_left
1600,moderate_left
1601,left
1602,moderate_right
1603,moderate_left
1604,moderate_left
1605,moderate_left
1606,moderate_left
1607,moderate_left
1608,left
1609,left
1610,left
1611,moderate_left
1612,moderate_left
1613,moderate_left
1614,moderate_left
1615,moderate_left
1616,moderate_left
1617,right
1618,moderate_left
1619,moderate_left
1620,moderate_left
1621,moderate_left
1622,moderate_left
1623,moderate_left
1624,moderate_left
1625,moderate_right
1626,left
1627,moderate_right
1628,moderate_left
1629,moderate_right
1630,moderate_left
1631,moderate_left
1632,moderate_left
1633,moderate_left
1634,moderate_left
1635,moderate_left
1636,moderate_left
1637,moderate_right
1638,moderate_left
1639,moderate_left
1640,moderate_left
1641,moderate_left
1642,moderate_left
1643,moderate_left
1644,moderate_left
1645,moderate_left
1646,moderate_left
1647,moderate_left
1648,moderate_left
1649,moderate_left
1650,moderate_right
1651,moderate_left
1652,moderate_left
1653,moderate_left
1654,left
1655,moderate_left
1656,moderate_left
1657,left
1658,moderate_left
1659,moderate_left
1660,moderate_left
1661,moderate_left
1662,moderate_left
1663,moderate_left
1664,moderate_left
1665,moderate_left
1666,moderate_left
1667,moderate_left
1668,moderate_left
1669,moderate_left
1670,moderate_left
1671,moderate_left
1672,moderate_left
1673,moderate_left
1674,left
1675,moderate_left
1676,moderate_left
1677,moderate_left
1678,moderate_left
1679,moderate_left
1680,moderate_left
1681,moderate_left
1682,moderate_left
1683,moderate_left
1684,moderate_left
1685,moderate_right
1686,moderate_left
1687,moderate_left
1688,moderate_left
1689,moderate_right
1690,moderate_left
1691,moderate_left
1692,moderate_left
1693,left
1694,moderate_left
1695,moderate_left
1696,moderate_left
1697,moderate_left
1698,moderate_left
1699,moderate_left
1700,moderate_left
1701,moderate_left
1702,moderate_left
1703,moderate_right
1704,moderate_left
1705,moderate_right
1706,moderate_left
1707,moderate_left
1708,moderate_left
1709,moderate_right
1710,moderate_right
1711,moderate_left
1712,moderate_left
1713,moderate_left
1714,moderate_left
1715,left
1716,moderate_left
1717,moderate_left
1718,moderate_left
1719,moderate_left
1720,moderate_left
1721,moderate_left
1722,moderate_left
1723,moderate_left
1724,moderate_left
1725,moderate_left
1726,moderate_left
1727,moderate_left
1728,moderate_left
1729,moderate_right
1730,moderate_left
1731,moderate_left
1732,moderate_left
1733,moderate_right
1734,moderate_left
1735,moderate_left
1736,moderate_left
1737,moderate_left
1738,moderate_right
1739,moderate_left
1740,moderate_left
1741,moderate_left
1742,moderate_left
1743,moderate_right
1744,moderate_left
1745,moderate_left
1746,moderate_left
1747,moderate_left
1748,moderate_left
1749,moderate_left
1750,moderate_left
1751,moderate_left
1752,moderate_left
1753,moderate_right
1754,moderate_left
1755,moderate_left
1756,moderate_left
1757,moderate_left
1758,moderate_left
1759,moderate_left
1760,moderate_left
1761,moderate_right
1762,moderate_left
1763,moderate_right
1764,moderate_left
1765,moderate_left
1766,right
1767,moderate_left
1768,moderate_right
1769,moderate_left
1770,moderate_right
1771,moderate_left
1772,moderate_left
1773,moderate_left
1774,moderate_left
1775,moderate_left
1776,moderate_left
1777,moderate_left
1778,moderate_left
1779,moderate_left
1780,moderate_left
1781,moderate_left
1782,moderate_left
1783,moderate_left
1784,moderate_right
1785,moderate_left
1786,moderate_left
1787,moderate_left
1788,moderate_left
1789,moderate_left
1790,moderate_left
1791,moderate_right
1792,moderate_right
1793,right
1794,moderate_left
1795,moderate_left
1796,moderate_left
1797,moderate_left
1798,moderate_left
1799,moderate_left
1800,moderate_left
1801,moderate_left
1802,moderate_left
1803,moderate_left
1804,moderate_left
1805,moderate_left
1806,moderate_left
1807,moderate_right
1808,moderate_left
1809,moderate_left
1810,moderate_right
1811,moderate_left
1812,moderate_left
1813,moderate_left
1814,moderate_left
1815,moderate_left
1816,moderate_left
1817,moderate_left
1818,moderate_right
1819,moderate_left
1820,moderate_left
1821,moderate_left
1822,moderate_left
1823,moderate_left
1824,moderate_left
1825,moderate_left
1826,moderate_left
1827,moderate_left
1828,moderate_left
1829,moderate_left
1830,moderate_left
1831,moderate_left
1832,moderate_left
1833,moderate_left
1834,moderate_left
1835,moderate_left
1836,moderate_left
1837,moderate_left
1838,moderate_right
1839,moderate_left
1840,moderate_left
1841,moderate_left
1842,moderate_left
1843,moderate_left
1844,moderate_left
1845,moderate_right
1846,moderate_left
1847,moderate_left
1848,moderate_left
1849,moderate_left
1850,moderate_left
1851,moderate_left
1852,moderate_left
1853,moderate_left
1854,moderate_left
1855,moderate_right
1856,moderate_left
1857,left
1858,moderate_left
1859,moderate_left
1860,moderate_left
1861,moderate_left
1862,moderate_right
1863,moderate_left
1864,moderate_left
1865,moderate_left
1866,moderate_right
1867,moderate_right
1868,moderate_left
1869,moderate_left
1870,moderate_left
1871,moderate_right
1872,left
1873,moderate_left
1874,moderate_left
1875,moderate_left
1876,moderate_left
1877,moderate_right
1878,moderate_left
1879,moderate_left
1880,moderate_right
1881,left
1882,moderate_left
1883,moderate_right
1884,moderate_left
1885,moderate_left
1886,moderate_left
1887,moderate_left
1888,moderate_left
1889,moderate_left
1890,moderate_right
1891,moderate_left
1892,right
1893,moderate_right
1894,moderate_right
1895,moderate_left
1896,moderate_left
1897,moderate_left
1898,moderate_left
1899,moderate_left
1900,moderate_left
1901,moderate_left
1902,moderate_left
1903,moderate_left
1904,moderate_left
1905,moderate_right
1906,moderate_left
1907,moderate_left
1908,moderate_left
1909,moderate_left
1910,moderate_right
1911,moderate_left
1912,moderate_left
1913,right
1914,moderate_left
1915,moderate_left
1916,moderate_right
1917,moderate_left
1918,moderate_left
1919,moderate_right
1920,moderate_left
1921,moderate_left
1922,moderate_left
1923,left
1924,left
1925,moderate_left
1926,moderate_left
1927,moderate_left
1928,left
1929,moderate_left
1930,moderate_left
1931,left
1932,moderate_left
1933,right
1934,moderate_left
1935,moderate_left
1936,moderate_left
1937,moderate_left
1938,left
1939,moderate_left
1940,moderate_left
1941,right
1942,moderate_right
1943,moderate_left
1944,moderate_left
1945,moderate_left
1946,moderate_left
1947,moderate_left
1948,right
1949,moderate_left
1950,moderate_left
1951,moderate_right
1952,moderate_left
1953,moderate_left
1954,moderate_left
1955,moderate_left
1956,moderate_left
1957,moderate_left
1958,moderate_left
1959,moderate_left
1960,moderate_left
1961,moderate_right
1962,moderate_right
1963,moderate_left
1964,moderate_left
1965,moderate_left
1966,moderate_left
1967,moderate_left
1968,moderate_left
1969,moderate_left
1970,left
1971,moderate_left
1972,moderate_left
1973,moderate_left
1974,moderate_left
1975,moderate_left
1976,moderate_left
1977,moderate_left
1978,moderate_left
1979,moderate_left
1980,moderate_left
1981,moderate_left
1982,moderate_left
1983,moderate_left
1984,moderate_left
1985,moderate_right
1986,moderate_left
1987,moderate_left
1988,moderate_left
1989,moderate_left
1990,moderate_right
1991,moderate_left
1992,moderate_left
1993,moderate_left
1994,left
1995,moderate_left
1996,moderate_right
1997,moderate_left
1998,moderate_left
1999,right
2000,moderate_left
2001,moderate_left
2002,moderate_left
2003,moderate_left
2004,moderate_left
2005,moderate_left
2006,moderate_left
2007,moderate_left
2008,left
2009,moderate_left
2010,moderate_left
2011,moderate_left
2012,moderate_left
2013,left
2014,moderate_left
2015,moderate_left
2016,moderate_right
2017,moderate_left
2018,moderate_right
2019,moderate_left
2020,moderate_left
2021,moderate_left
2022,moderate_left
2023,moderate_left
2024,moderate_left
2025,moderate_left
2026,moderate_left
2027,moderate_left
2028,moderate_left
2029,moderate_left
2030,moderate_right
2031,moderate_left
2032,moderate_left
2033,moderate_left
2034,left
2035,moderate_left
2036,moderate_right
2037,moderate_right
2038,moderate_right
2039,moderate_right
2040,moderate_left
2041,moderate_left
2042,moderate_right
2043,moderate_right
2044,moderate_left
2045,moderate_left
2046,moderate_right
2047,moderate_right
2048,moderate_left
2049,moderate_left
2050,moderate_left
2051,moderate_left
2052,moderate_left
2053,moderate_left
2054,moderate_left
2055,moderate_right
2056,moderate_left
2057,moderate_left
2058,moderate_right
2059,moderate_right
2060,moderate_right
2061,moderate_left
2062,moderate_left
2063,moderate_left
2064,moderate_left
2065,moderate_left
2066,moderate_left
2067,moderate_left
2068,left
2069,moderate_left
2070,moderate_left
2071,moderate_left
2072,moderate_left
2073,moderate_left
2074,moderate_left
2075,moderate_right
2076,moderate_left
2077,moderate_left
2078,moderate_left
2079,moderate_left
2080,moderate_left
2081,moderate_left
2082,moderate_left
2083,moderate_right
2084,moderate_left
2085,moderate_right
2086,moderate_left
2087,right
2088,moderate_left
2089,left
2090,moderate_left
2091,moderate_left
2092,moderate_left
2093,moderate_left
2094,moderate_left
2095,moderate_left
2096,moderate_left
2097,moderate_left
2098,moderate_left
2099,moderate_left
2100,moderate_left
2101,left
2102,left
2103,moderate_left
2104,moderate_left
2105,moderate_left
2106,moderate_left
2107,moderate_left
2108,moderate_left
2109,moderate_left
2110,moderate_left
2111,moderate_left
2112,moderate_left
2113,moderate_left
2114,moderate_left
2115,moderate_left
2116,moderate_left
2117,moderate_left
2118,moderate_left
2119,moderate_left
2120,moderate_left
2121,moderate_left
2122,moderate_left
2123,moderate_left
2124,moderate_left
2125,moderate_left
2126,moderate_left
2127,moderate_left
2128,moderate_right
2129,moderate_right
2130,moderate_right
2131,moderate_right
2132,moderate_left
2133,moderate_left
2134,moderate_left
2135,moderate_left
2136,moderate_left
2137,moderate_left
2138,moderate_left
2139,left
2140,moderate_left
2141,moderate_left
2142,moderate_right
2143,left
2144,moderate_left
2145,moderate_left
2146,moderate_left
2147,moderate_left
2148,moderate_left
2149,moderate_left
2150,left
2151,moderate_left
2152,moderate_left
2153,moderate_left
2154,moderate_left
2155,moderate_left
2156,moderate_left
2157,moderate_right
2158,moderate_left
2159,moderate_right
2160,moderate_left
2161,moderate_left
2162,moderate_right
2163,moderate_left
2164,moderate_left
2165,moderate_left
2166,moderate_right
2167,left
2168,moderate_left
2169,moderate_right
2170,moderate_left
2171,moderate_left
2172,moderate_left
2173,moderate_left
2174,moderate_left
2175,moderate_right
2176,moderate_left
2177,moderate_left
2178,moderate_left
2179,moderate_left
2180,moderate_right
2181,moderate_left
2182,moderate_left
2183,moderate_left
2184,moderate_left
2185,moderate_left
2186,moderate_left
2187,moderate_left
2188,moderate_left
2189,moderate_right
2190,moderate_left
2191,moderate_left
2192,moderate_left
2193,moderate_right
2194,moderate_left
2195,moderate_left
2196,moderate_left
2197,moderate_left
2198,moderate_left
2199,moderate_left
2200,moderate_left
2201,left
2202,left
2203,moderate_left
2204,moderate_left
2205,moderate_right
2206,moderate_right
2207,moderate_left
2208,moderate_left
2209,moderate_left
2210,moderate_left
2211,moderate_right
2212,moderate_left
2213,left
2214,moderate_left
2215,left
2216,moderate_left
2217,moderate_left
2218,moderate_right
2219,moderate_left
2220,moderate_left
2221,moderate_right
2222,left
2223,moderate_left
2224,moderate_left
2225,moderate_left
2226,moderate_left
2227,right
2228,moderate_left
2229,moderate_left
2230,moderate_left
2231,moderate_left
2232,moderate_left
2233,moderate_left
2234,moderate_left
2235,moderate_left
2236,moderate_right
2237,moderate_left
2238,moderate_left
2239,moderate_left
2240,left
2241,moderate_left
2242,moderate_left
2243,moderate_left
2244,moderate_left
2245,moderate_left
2246,moderate_right
2247,moderate_left
2248,moderate_left
2249,moderate_left
2250,moderate_left
2251,moderate_left
2252,moderate_left
2253,moderate_left
2254,moderate_left
2255,moderate_right
2256,moderate_left
2257,moderate_left
2258,left
2259,moderate_left
2260,moderate_left
2261,moderate_left
2262,moderate_right
2263,moderate_left
2264,moderate_right
2265,right
2266,moderate_right
2267,moderate_left
2268,moderate_left
2269,moderate_right
2270,moderate_left
2271,moderate_left
2272,moderate_left
2273,moderate_left
2274,right
2275,moderate_left
2276,left
2277,moderate_left
2278,right
2279,left
2280,moderate_left
2281,moderate_left
2282,left
2283,moderate_left
2284,moderate_left
2285,moderate_left
2286,moderate_left
2287,moderate_right
2288,moderate_left
2289,moderate_left
2290,moderate_left
2291,moderate_left
2292,moderate_left
2293,moderate_left
2294,moderate_left
2295,moderate_left
2296,moderate_left
2297,left
2298,moderate_left
2299,moderate_left
2300,moderate_left
2301,moderate_left
2302,moderate_left
2303,moderate_left
2304,moderate_right
2305,moderate_left
2306,moderate_left
2307,moderate_left
2308,moderate_left
2309,moderate_right
2310,moderate_right
2311,moderate_left
2312,moderate_left
2313,moderate_left
2314,moderate_left
2315,moderate_left
2316,moderate_left
2317,moderate_left
2318,moderate_left
2319,left
2320,moderate_left
2321,moderate_right
2322,moderate_left
2323,moderate_right
2324,moderate_right
2325,moderate_left
2326,moderate_left
2327,moderate_left
2328,moderate_left
2329,moderate_left
2330,moderate_left
2331,moderate_left
2332,moderate_left
2333,moderate_right
2334,moderate_left
2335,moderate_left
2336,left
2337,moderate_left
2338,moderate_left
2339,moderate_left
2340,moderate_left
2341,moderate_left
2342,moderate_left
2343,moderate_left
2344,moderate_left
2345,left
2346,moderate_left
2347,moderate_right
2348,moderate_left
2349,moderate_left
2350,moderate_left
2351,moderate_left
2352,moderate_left
2353,moderate_left
2354,moderate_left
2355,moderate_right
2356,moderate_left
2357,moderate_left
2358,moderate_left
2359,moderate_right
2360,moderate_left
2361,moderate_right
2362,moderate_left
2363,moderate_left
2364,moderate_left
2365,moderate_left
2366,moderate_left
2367,moderate_left
2368,moderate_left
2369,moderate_left
2370,moderate_left
2371,moderate_right
2372,moderate_left
2373,moderate_left
2374,moderate_left
2375,left
2376,moderate_left
2377,moderate_left
2378,moderate_left
2379,moderate_left
2380,moderate_right
2381,moderate_left
2382,moderate_left
2383,moderate_left
2384,moderate_right
2385,moderate_left
2386,moderate_left
2387,moderate_left
2388,moderate_left
2389,moderate_left
2390,moderate_left
2391,moderate_left
2392,moderate_left
2393,moderate_left
2394,moderate_left
2395,moderate_left
2396,moderate_left
2397,moderate_left
2398,moderate_left
2399,moderate_left
2400,moderate_left
2401,moderate_left
2402,moderate_left
2403,moderate_left
2404,moderate_left
2405,moderate_left
2406,right
2407,left
2408,moderate_left
2409,moderate_left
2410,moderate_left
2411,moderate_left
2412,moderate_left
2413,moderate_right
2414,moderate_left
2415,moderate_left
2416,moderate_left
2417,moderate_left
2418,moderate_left
2419,moderate_right
2420,moderate_left
2421,moderate_left
2422,moderate_left
2423,moderate_right
2424,moderate_left
2425,moderate_right
2426,moderate_left
2427,moderate_right
2428,left
2429,moderate_right
2430,moderate_right
2431,moderate_left
2432,moderate_left
2433,moderate_left
2434,moderate_left
2435,moderate_left
2436,moderate_left
2437,moderate_right
2438,moderate_left
2439,moderate_left
2440,moderate_right
2441,moderate_left
2442,moderate_left
2443,moderate_left
2444,left
2445,moderate_left
2446,left
2447,moderate_left
2448,moderate_left
2449,moderate_left
2450,moderate_left
2451,moderate_left
2452,moderate_left
2453,moderate_right
2454,moderate_right
2455,moderate_left
2456,moderate_left
2457,moderate_left
2458,moderate_right
2459,moderate_left
2460,moderate_right
2461,moderate_left
2462,moderate_right
2463,moderate_right
2464,moderate_left
2465,moderate_left
2466,moderate_left
2467,moderate_left
2468,moderate_left
2469,moderate_left
2470,moderate_left
2471,moderate_right
2472,moderate_left
2473,moderate_left
2474,moderate_left
2475,left
2476,moderate_left
2477,left
2478,moderate_right
2479,moderate_right
2480,moderate_left
2481,moderate_left
2482,moderate_left
2483,moderate_left
2484,moderate_left
2485,right
2486,moderate_left
2487,moderate_left
2488,moderate_left
2489,moderate_left
2490,moderate_left
2491,moderate_left
2492,moderate_left
2493,left
2494,moderate_left
2495,moderate_left
2496,moderate_left
2497,moderate_left
2498,moderate_left
2499,moderate_right
2500,moderate_left
2501,moderate_left
2502,moderate_right
2503,moderate_left
2504,moderate_left
2505,moderate_left
2506,moderate_right
2507,moderate_left
2508,moderate_left
2509,left
2510,moderate_left
2511,moderate_left
2512,moderate_left
2513,moderate_left
2514,right
2515,moderate_left
2516,moderate_left
2517,moderate_left
2518,moderate_left
2519,moderate_left
2520,moderate_left
2521,moderate_left
2522,moderate_left
2523,moderate_right
2524,moderate_left
2525,moderate_left
2526,moderate_left
2527,moderate_left
2528,moderate_left
2529,moderate_right
2530,moderate_left
2531,moderate_left
2532,moderate_left
2533,moderate_left
2534,right
2535,moderate_left
2536,moderate_left
2537,moderate_left
2538,moderate_left
2539,moderate_left
2540,moderate_right
2541,moderate_right
2542,moderate_left
2543,moderate_left
2544,moderate_left
2545,moderate_left
2546,moderate_right
2547,right
2548,moderate_left
2549,moderate_right
2550,moderate_left
2551,right
2552,moderate_left
2553,moderate_left
2554,moderate_left
2555,moderate_left
2556,moderate_left
2557,moderate_left
2558,moderate_left
2559,left
2560,moderate_left
2561,moderate_right
2562,moderate_left
2563,moderate_left
2564,moderate_left
2565,moderate_left
2566,moderate_left
2567,moderate_left
2568,moderate_left
2569,left
2570,moderate_right
2571,moderate_left
2572,moderate_left
2573,moderate_left
2574,moderate_left
2575,moderate_left
2576,moderate_left
2577,moderate_right
2578,moderate_left
2579,moderate_left
2580,moderate_left
2581,moderate_right
2582,moderate_left
2583,moderate_left
2584,right
2585,moderate_left
2586,left
2587,moderate_right
2588,moderate_left
2589,moderate_left
2590,moderate_left
2591,moderate_left
2592,moderate_left
2593,moderate_left
2594,left
2595,moderate_left
2596,right
2597,left
2598,moderate_left
2599,moderate_left
2600,moderate_left
2601,moderate_left
2602,moderate_left
2603,moderate_right
2604,moderate_left
2605,moderate_left
2606,moderate_left
2607,moderate_right
2608,moderate_left
2609,moderate_left
2610,moderate_left
2611,moderate_left
2612,moderate_left
2613,left
2614,moderate_left
2615,moderate_left
2616,moderate_left
2617,moderate_left
2618,moderate_left
2619,moderate_left
2620,moderate_left
2621,moderate_left
2622,moderate_left
2623,moderate_left
2624,moderate_left
2625,moderate_right
2626,moderate_left
2627,moderate_left
2628,moderate_left
2629,moderate_left
2630,moderate_left
2631,moderate_left
2632,moderate_left
2633,moderate_left
2634,moderate_left
2635,moderate_left
2636,moderate_left
2637,moderate_left
2638,moderate_left
2639,moderate_left
2640,moderate_right
2641,moderate_left
2642,moderate_right
2643,moderate_left
2644,moderate_left
2645,moderate_left
2646,moderate_right
2647,moderate_left
2648,moderate_left
2649,moderate_left
2650,moderate_left
2651,moderate_left
2652,moderate_right
2653,moderate_left
2654,moderate_left
2655,moderate_left
2656,moderate_left
2657,moderate_left
2658,moderate_left
2659,moderate_right
2660,moderate_left
2661,moderate_right
2662,moderate_left
2663,moderate_left
2664,moderate_left
2665,left
2666,moderate_left
2667,moderate_left
2668,left
2669,moderate_right
2670,right
2671,moderate_left
2672,moderate_left
2673,moderate_left
2674,moderate_left
2675,moderate_left
2676,moderate_left
2677,moderate_right
2678,moderate_left
2679,left
2680,moderate_right
2681,moderate_left
2682,moderate_left
2683,moderate_left
2684,moderate_left
2685,moderate_left
2686,moderate_left
2687,moderate_left
2688,moderate_left
2689,moderate_left
2690,moderate_right
2691,left
2692,moderate_left
2693,moderate_left
2694,right
2695,moderate_left
2696,moderate_left
2697,moderate_left
2698,moderate_left
2699,moderate_left
2700,moderate_left
2701,moderate_left
2702,moderate_left
2703,moderate_right
2704,moderate_left
2705,moderate_left
2706,moderate_left
2707,moderate_left
2708,right
2709,moderate_left
2710,moderate_right
2711,moderate_left
2712,moderate_left
2713,moderate_left
2714,moderate_left
2715,moderate_left
2716,moderate_right
2717,moderate_left
2718,moderate_left
2719,moderate_left
2720,moderate_left
2721,moderate_left
2722,left
2723,moderate_left
2724,right
2725,moderate_left
2726,moderate_left
2727,moderate_left
2728,moderate_left
2729,moderate_left
2730,moderate_right
2731,moderate_left
2732,left
2733,moderate_left
2734,moderate_left
2735,moderate_right
2736,moderate_left
2737,moderate_left
2738,moderate_left
2739,moderate_left
2740,moderate_right
2741,moderate_left
2742,moderate_left
2743,moderate_left
2744,moderate_left
2745,moderate_left
2746,moderate_left
2747,moderate_left
2748,moderate_left
2749,moderate_right
2750,moderate_left
2751,moderate_left
2752,moderate_left
2753,moderate_left
2754,moderate_left
2755,moderate_left
2756,moderate_left
2757,moderate_left
2758,moderate_left
2759,moderate_left
2760,moderate_left
2761,moderate_left
2762,moderate_left
2763,moderate_left
2764,moderate_left
2765,moderate_left
2766,moderate_right
2767,moderate_left
2768,moderate_left
2769,moderate_right
2770,moderate_left
2771,moderate_right
2772,moderate_right
2773,moderate_left
2774,moderate_left
2775,moderate_left
2776,moderate_left
2777,moderate_left
2778,moderate_left
2779,moderate_left
2780,moderate_left
2781,moderate_right
2782,moderate_right
2783,moderate_left
2784,moderate_left
2785,moderate_left
2786,moderate_left
2787,moderate_left
2788,moderate_left
2789,moderate_left
2790,moderate_left
2791,moderate_left
2792,moderate_left
2793,moderate_left
2794,moderate_right
2795,moderate_right
2796,left
2797,moderate_left
2798,moderate_left
2799,moderate_left
2800,moderate_left
2801,moderate_left
2802,moderate_left
2803,moderate_left
2804,moderate_left
2805,moderate_left
2806,moderate_left
2807,left
2808,moderate_left
2809,moderate_left
2810,moderate_left
2811,moderate_left
2812,moderate_left
2813,moderate_left
2814,moderate_left
2815,moderate_left
2816,moderate_right
2817,moderate_left
2818,moderate_left
2819,moderate_left
2820,moderate_right
2821,moderate_left
2822,moderate_left
2823,moderate_left
2824,moderate_right
2825,moderate_left
2826,moderate_left
2827,moderate_left
2828,moderate_right
2829,moderate_left
2830,moderate_right
2831,left
2832,moderate_left
2833,moderate_left
2834,moderate_left
2835,moderate_left
2836,moderate_right
2837,moderate_left
2838,moderate_left
2839,moderate_left
2840,moderate_left
2841,moderate_left
2842,moderate_left
2843,left
2844,moderate_left
2845,moderate_right
2846,left
2847,left
2848,moderate_right
2849,moderate_left
2850,moderate_left
2851,moderate_left
2852,moderate_left
2853,moderate_left
2854,moderate_left
2855,moderate_right
2856,moderate_left
2857,moderate_left
2858,moderate_left
2859,moderate_right
2860,moderate_left
2861,moderate_left
2862,moderate_left
2863,moderate_left
2864,moderate_left
2865,moderate_left
2866,moderate_left
2867,moderate_left
2868,moderate_left
2869,moderate_left
2870,moderate_left
2871,moderate_left
2872,moderate_right
2873,moderate_left
2874,moderate_left
2875,moderate_left
2876,moderate_left
2877,moderate_left
2878,moderate_left
2879,moderate_left
2880,moderate_right
2881,moderate_left
2882,moderate_left
2883,moderate_left
2884,moderate_left
2885,moderate_left
2886,moderate_left
2887,moderate_left
2888,moderate_left
2889,moderate_right
2890,moderate_left
2891,moderate_left
2892,moderate_left
2893,moderate_left
2894,moderate_left
2895,moderate_left
2896,moderate_left
2897,moderate_left
2898,left
2899,moderate_left
2900,moderate_left
2901,moderate_left
2902,moderate_right
2903,moderate_left
2904,moderate_left
2905,moderate_left
2906,left
2907,moderate_left
2908,moderate_left
2909,moderate_left
2910,moderate_left
2911,moderate_left
2912,right
2913,moderate_left
2914,moderate_left
2915,moderate_left
2916,moderate_right
2917,left
2918,moderate_left
2919,moderate_right
2920,moderate_left
2921,right
2922,left
2923,moderate_left
2924,moderate_left
2925,moderate_right
2926,moderate_left
2927,moderate_left
2928,left
2929,moderate_left
2930,moderate_left
2931,moderate_left
2932,moderate_left
2933,left
2934,moderate_left
2935,moderate_right
2936,moderate_left
2937,moderate_left
2938,left
2939,moderate_left
2940,moderate_left
2941,moderate_left
2942,moderate_left
2943,moderate_left
2944,moderate_right
2945,moderate_left
2946,moderate_left
2947,moderate_left
2948,moderate_left
2949,moderate_left
2950,moderate_left
2951,moderate_left
2952,moderate_right
2953,moderate_right
2954,moderate_left
2955,moderate_right
2956,moderate_right
2957,moderate_left
2958,moderate_left
2959,moderate_left
2960,moderate_left
2961,moderate_left
2962,moderate_left
2963,moderate_right
2964,moderate_right
2965,moderate_left
2966,moderate_right
2967,moderate_left
2968,moderate_left
2969,moderate_left
2970,moderate_right
2971,moderate_left
2972,moderate_left
2973,moderate_left
2974,moderate_left
2975,moderate_left
2976,right
2977,left
2978,moderate_left
2979,moderate_left
2980,moderate_left
2981,moderate_left
2982,moderate_left
2983,moderate_right
2984,moderate_left
2985,moderate_left
2986,moderate_left
2987,left
2988,moderate_right
2989,moderate_left
2990,moderate_left
2991,moderate_left
2992,moderate_right
2993,moderate_right
2994,moderate_right
2995,moderate_left
2996,moderate_left
2997,moderate_left
2998,moderate_left
2999,moderate_left
3000,moderate_left
3001,moderate_left
3002,moderate_left
3003,moderate_left
3004,moderate_left
3005,moderate_left
3006,moderate_right
3007,moderate_left
3008,moderate_left
3009,moderate_right
3010,moderate_right
3011,moderate_left
3012,moderate_left
3013,moderate_left
3014,moderate_left
3015,moderate_left
3016,moderate_left
3017,left
3018,moderate_left
3019,moderate_right
3020,moderate_right
3021,moderate_left
3022,moderate_left
3023,moderate_left
3024,moderate_left
3025,moderate_left
3026,right
3027,moderate_left
3028,moderate_left
3029,moderate_left
3030,moderate_left
3031,moderate_left
3032,moderate_left
3033,moderate_left
3034,moderate_right
3035,moderate_left
3036,moderate_left
3037,moderate_left
3038,moderate_left
3039,moderate_left
3040,left
3041,moderate_right
3042,moderate_left
3043,moderate_left
3044,moderate_right
3045,moderate_left
3046,moderate_left
3047,moderate_left
3048,moderate_left
3049,moderate_left
3050,moderate_right
3051,moderate_left
3052,moderate_left
3053,right
3054,moderate_left
3055,left
3056,moderate_right
3057,moderate_left
3058,moderate_left
3059,moderate_left
3060,moderate_left
3061,moderate_left
3062,moderate_right
3063,moderate_left
3064,moderate_left
3065,moderate_right
3066,moderate_left
3067,moderate_left
3068,moderate_left
3069,moderate_left
3070,moderate_left
3071,moderate_left
3072,moderate_left
3073,moderate_right
3074,moderate_left
3075,left
3076,moderate_left
3077,moderate_left
3078,moderate_left
3079,left
3080,moderate_left
3081,moderate_right
3082,moderate_left
3083,moderate_right
3084,moderate_left
3085,moderate_right
3086,moderate_left
3087,moderate_left
3088,left
3089,left
3090,moderate_left
3091,moderate_left
3092,moderate_left
3093,moderate_right
3094,moderate_left
3095,moderate_left
3096,moderate_left
3097,moderate_left
3098,moderate_right
3099,moderate_left
3100,moderate_right
3101,moderate_left
3102,moderate_left
3103,right
3104,moderate_left
3105,moderate_right
3106,moderate_left
3107,moderate_left
3108,moderate_left
3109,moderate_left
3110,moderate_left
3111,moderate_left
3112,moderate_left
3113,moderate_left
3114,moderate_left
3115,moderate_left
3116,moderate_left
3117,moderate_left
3118,moderate_left
3119,moderate_left
3120,moderate_left
3121,moderate_right
3122,left
3123,moderate_left
3124,moderate_left
3125,moderate_left
3126,right
3127,moderate_left
3128,moderate_left
